Code;Libellé;Médiane du revenu disponible par UC 2020
48119;Prévenchères;19040
48121;Prunières;21240
48123;Recoules-d'Aubrac;18370
48124;Recoules-de-Fumas;N/A - résultat non disponible
48126;Lachamp-Ribennes;20400
48127;Monts-de-Randon;19960
48128;Rimeize;21460
48129;Rocles;21420
48130;Rousses;N/A - résultat non disponible
48131;Le Rozier;17980
48132;Saint-Alban-sur-Limagnole;22230
48135;Saint-André-Capcèze;20540
48136;Saint-André-de-Lancize;17390
48137;Saint-Bauzile;22490
48138;Saint-Bonnet-de-Chirac;N/A - résultat non disponible
48139;Saint Bonnet-Laval;19620
48140;Saint-Chély-d'Apcher;21590
48141;Mas-Saint-Chély;19430
48144;Sainte-Croix-Vallée-Française;16730
48145;Saint-Denis-en-Margeride;17190
48146;Gorges du Tarn Causses;20850
48147;Saint-Étienne-du-Valdonnez;20700
48148;Saint-Étienne-Vallée-Française;16370
48149;Sainte-Eulalie;N/A - résultat non disponible
48150;Saint-Flour-de-Mercoire;20220
48151;Saint-Frézal-d'Albuges;N/A - résultat non disponible
48152;Ventalon en Cévennes;14630
48153;Saint-Gal;N/A - résultat non disponible
48155;Saint-Germain-de-Calberte;15880
48156;Saint-Germain-du-Teil;19430
48157;Sainte-Hélène;N/A - résultat non disponible
48158;Saint-Hilaire-de-Lavit;N/A - résultat non disponible
48160;Saint-Jean-la-Fouillouse;18750
48161;Saint-Juéry;N/A - résultat non disponible
48163;Saint-Julien-des-Points;18760
48165;Saint-Laurent-de-Muret;18140
48166;Cans et Cévennes;19130
48167;Saint-Laurent-de-Veyrès;N/A - résultat non disponible
48168;Saint-Léger-de-Peyre;19720
48169;Saint-Léger-du-Malzieu;18330
48170;Saint-Martin-de-Boubaux;15410
48171;Saint-Martin-de-Lansuscle;14880
48173;Saint-Michel-de-Dèze;18460
48174;Saint-Paul-le-Froid;14300
48175;Saint-Pierre-de-Nogaret;17710
48176;Saint-Pierre-des-Tripiers;N/A - résultat non disponible
48177;Saint-Pierre-le-Vieux;20080
48178;Saint-Privat-de-Vallongue;15550
48179;Saint-Privat-du-Fau;19540
48181;Saint-Saturnin;N/A - résultat non disponible
48182;Saint-Sauveur-de-Ginestoux;N/A - résultat non disponible
48185;Les Salelles;21040
48187;Les Salces;N/A - résultat non disponible
48188;Serverette;20690
48190;Termes;19860
48191;La Tieule;21990
48192;Trélans;N/A - résultat non disponible
48193;Vebron;17970
48194;Vialas;18860
48198;Villefort;20190
49002;Allonnes;20420
49003;Tuffalun;21440
49007;Angers;20850
49008;Angrie;19990
49009;Antoigné;20810
49010;Armaillé;20560
49011;Artannes-sur-Thouet;22220
49012;Aubigné-sur-Layon;21190
49015;Avrillé;24770
49017;Baracé;21070
49018;Baugé-en-Anjou;20590
49020;Beaucouzé;25170
49021;Beaufort-en-Anjou;21650
49022;Beaulieu-sur-Layon;23090
49023;Beaupréau-en-Mauges;21220
49026;Bécon-les-Granits;22840
49027;Bégrolles-en-Mauges;21920
49028;Béhuard;20940
49029;Blaison-Saint-Sulpice;23690
49030;Blou;21200
49035;Bouchemaine;27580
49036;Bouillé-Ménard;19680
49038;Bourg-l'Évêque;19570
49041;Brain-sur-Allonnes;20050
49045;La Breille-les-Pins;19820
49048;Briollay;24380
49050;Brissac Loire Aubance;22970
49053;Brossay;20310
49054;Candé;19620
49055;Cantenay-Épinard;25290
49056;Carbay;21920
49057;Cernusson;20610
49058;Les Cerqueux;20390
49060;Bellevigne-les-Châteaux;20840
49061;Challain-la-Potherie;20000
49063;Chalonnes-sur-Loire;22660
49064;Chambellay;20950
49067;Chenillé-Champteussé;20650
49068;Champtocé-sur-Loire;22410
49069;Orée d'Anjou;21960
49070;Chanteloup-les-Bois;21270
49076;La Chapelle-Saint-Laud;21930
49080;Les Hauts-d'Anjou;20570
49082;Chaudefonds-sur-Layon;22020
49086;Terranjou;22000
49089;Chazé-sur-Argos;21180
49090;Cheffes;21650
49092;Chemillé-en-Anjou;21320
49099;Cholet;21480
49100;Cizay-la-Madeleine;21270
49102;Cléré-sur-Layon;18200
49107;Cornillé-les-Caves;23820
49109;Coron;21090
49110;Corzé;22820
49112;Le Coudray-Macouard;22390
49113;Courchamps;21470
49114;Courléon;19770
49120;Denée;24040
49121;Dénezé-sous-Doué;19660
49123;Distré;22820
49125;Doué-en-Anjou;20890
49127;Durtal;20820
49129;Écouflant;22860
49130;Écuillé;23270
49131;Épieds;20250
49132;Étriché;21680
49135;Feneu;23690
49138;Les Bois d'Anjou;21110
49140;Fontevraud-l'Abbaye;19160
49155;Grez-Neuville;24730
49160;Ingrandes-Le Fresne sur Loire;21270
49161;La Jaille-Yvon;21270
49163;Jarzé Villages;21210
49167;Les Garennes sur Loire;27410
49170;Juvardeil;21890
49171;La Lande-Chasles;19770
49174;Huillé-Lézigné;20630
49176;Le Lion-d'Angers;22050
49178;Loiré;20770
49180;Longué-Jumelles;20340
49182;Louresse-Rochemenier;21980
49183;Val d'Erdre-Auxence;21130
49188;Marcé;22200
49192;Maulévrier;22130
49193;Le May-sur-Èvre;21550
49194;Mazé-Milon;22710
49195;Mazières-en-Mauges;22770
49200;Longuenée-en-Anjou;24070
49201;La Ménitré;21350
49205;Miré;19000
49209;Montigné-lès-Rairies;20670
49211;Montilliers;21480
49214;Montreuil-Juigné;23520
49215;Montreuil-Bellay;20290
49216;Montreuil-sur-Loir;25210
49217;Montreuil-sur-Maine;22060
49218;Montrevault-sur-Èvre;20920
49219;Montsoreau;22630
49220;Morannes sur Sarthe-Daumeray;21310
49221;Mouliherne;18310
49222;Mozé-sur-Louet;23750
49223;Mûrs-Erigné;23800
49224;Neuillé;20510
49228;Noyant-Villages;18920
49231;Nuaillé;22980
49235;Parnay;24020
49236;Passavant-sur-Layon;20980
49237;La Pellerine;18540
49240;La Plaine;20040
49241;Le Plessis-Grammoire;24810
49244;Mauges-sur-Loire;21060
49246;Les Ponts-de-Cé;22650
49247;La Possonnière;23560
49248;Ombrée d'Anjou;19870
49253;Le Puy-Notre-Dame;19780
49257;Les Rairies;21450
49259;Rochefort-sur-Loire;22530
49260;La Romagne;22050
49261;Gennes-Val-de-Loire;21010
49262;Rou-Marson;23170
49266;Saint-Augustin-des-Bois;21790
49267;Saint-Barthélemy-d'Anjou;22820
49269;Saint-Christophe-du-Bois;22800
49271;Saint-Clément-de-la-Place;23400
49272;Saint-Clément-des-Levées;20690
49278;Sainte-Gemmes-sur-Loire;25550
49283;Saint-Georges-sur-Loire;22930
49284;Saint-Germain-des-Prés;21790
49288;Saint-Jean-de-la-Croix;23420
49291;Saint-Just-sur-Dive;19990
49292;Val-du-Layon;22420
49294;Saint-Lambert-la-Potherie;24970
49298;Saint-Léger-de-Linières;25490
49299;Saint-Léger-sous-Cholet;23650
49301;Sèvremoine;21850
49302;Saint-Macaire-du-Bois;19130
49306;Saint-Martin-du-Fouilloux;25200
49307;Loire-Authion;23770
49308;Saint-Melaine-sur-Aubance;26480
49310;Saint-Paul-du-Bois;20690
49311;Saint-Philbert-du-Peuple;21040
49321;Saint-Sigismond;20000
49323;Verrières-en-Anjou;23430
49326;Sarrigné;24240
49328;Saumur;20620
49329;Savennières;24180
49330;Sceaux-d'Anjou;22430
49331;Segré-en-Anjou Bleu;20930
49332;La Séguinière;23710
49333;Seiches-sur-le-Loir;21510
49334;Sermaise;20090
49336;Somloire;19520
49338;Soulaines-sur-Aubance;24470
49339;Soulaire-et-Bourg;23820
49341;Souzay-Champigny;21900
49343;La Tessoualle;23590
49344;Thorigné-d'Anjou;21600
49345;Bellevigne-en-Layon;21770
49347;Tiercé;22900
49352;Toutlemonde;22200
49353;Trélazé;20680
49355;Trémentines;22390
49358;Turquant;19930
49359;Les Ulmes;22210
49361;Varennes-sur-Loire;19970
49362;Varrains;23840
49364;Vaudelnay;21010
49367;Erdre-en-Anjou;21490
49368;Vernantes;19980
49369;Vernoil-le-Fourrier;18660
49370;Verrie;23530
49371;Vezins;21410
49373;Lys-Haut-Layon;20440
49374;Villebernier;20420
49377;Rives-du-Loir-en-Anjou;24090
49378;Vivy;20850
49381;Yzernay;21530
50002;Agneaux;23960
50003;Agon-Coutainville;26340
50004;Airel;20610
50006;Amigny;20600
50008;Anctoville-sur-Boscq;24310
50013;Anneville-en-Saire;22320
50016;Appeville;22450
50019;Aucey-la-Plaine;22050
50021;Audouville-la-Hubert;N/A - résultat non disponible
50022;Aumeville-Lestre;18450
50023;Auvers;21270
50024;Auxais;19860
50025;Avranches;21350
50026;Azeville;N/A - résultat non disponible
50027;Bacilly;22040
50028;La Baleine;18610
50029;Barenton;19860
50030;Barfleur;21140
50031;Barneville-Carteret;23720
50032;La Barre-de-Semilly;25820
50033;Baubigny;24370
50034;Baudre;25830
50036;Baupte;19850
50038;Beauchamps;20220
50039;Beaucoudray;19580
50040;Beauficel;20470
50041;La Hague;24510
50042;Beauvoir;22330
50044;Belval;21410
50045;Benoîtville;24370
50046;Bérigny;22620
50048;Beslon;20520
50049;Besneville;20530
50050;Beuvrigny;20330
50052;Beuzeville-la-Bastille;21860
50054;Biéville;19100
50055;Biniville;22410
50058;Blainville-sur-Mer;23800
50059;Blosville;23340
50060;La Bloutière;20770
50062;Boisyvon;N/A - résultat non disponible
50064;La Bonneville;21030
50066;Jullouville;26410
50069;Bourguenolles;21240
50070;Boutteville;N/A - résultat non disponible
50072;Brainville;20620
50074;Brécey;20180
50076;Bréhal;23600
50077;Bretteville;27070
50078;Bretteville-sur-Ay;23470
50079;Breuville;23830
50081;Bréville-sur-Mer;27200
50082;Bricquebec-en-Cotentin;21520
50083;Bricquebosq;22970
50084;Bricqueville-la-Blouette;23510
50085;Bricqueville-sur-Mer;23100
50086;Brillevast;22660
50087;Brix;24090
50088;Brouains;18120
50090;Buais-Les-Monts;19300
50092;Cambernon;21720
50093;Cametours;20680
50094;Camprond;20670
50095;Canisy;22160
50096;Canteloup;21370
50097;Canville-la-Rocque;20150
50098;Carantilly;20290
50099;Carentan-les-Marais;20400
50101;Carneville;22880
50102;Carolles;25070
50105;Catteville;21590
50106;Cavigny;21150
50108;Céaux;21210
50109;Cérences;20270
50110;Cerisy-la-Forêt;20940
50111;Cerisy-la-Salle;20760
50112;La Chaise-Baudouin;20000
50115;Le Grippon;20810
50117;Champeaux;22940
50118;Champrepus;21700
50120;Chanteloup;22130
50121;La Chapelle-Cécelin;21860
50124;La Chapelle-Urée;18820
50126;Chavoy;21910
50129;Cherbourg-en-Cotentin;21990
50130;Chérencé-le-Héron;21500
50135;Clitourps;21620
50137;La Colombe;22460
50138;Colomby;22360
50139;Condé-sur-Vire;22800
50142;Vicq-sur-Mer;22710
50143;Coudeville-sur-Mer;24000
50144;Coulouvray-Boisbenâtre;17890
50145;Courcy;19950
50146;Courtils;20510
50147;Coutances;19980
50148;Couvains;21900
50149;Couville;24760
50150;Crasville;20390
50151;Créances;20440
50152;Les Cresnays;20170
50155;Crollon;22040
50156;Crosville-sur-Douve;N/A - résultat non disponible
50158;Cuves;19560
50159;Dangy;19900
50161;Le Dézert;20680
50162;Digosville;24940
50164;Domjean;20730
50165;Donville-les-Bains;23490
50166;Doville;20370
50167;Dragey-Ronthon;21740
50168;Ducey-Les Chéris;21380
50169;Écausseville;21400
50172;Émondeville;22000
50174;Équilly;20560
50175;Éroudeville;21950
50176;L'Étang-Bertrand;20240
50177;Étienville;21910
50178;Fermanville;25140
50181;Feugères;21040
50182;La Feuillie;21000
50183;Fierville-les-Mines;20290
50184;Flamanville;21340
50185;Fleury;22470
50186;Flottemanville;22160
50188;Folligny;20100
50190;Fontenay-sur-Mer;21700
50192;Fourneaux;20260
50193;Le Fresne-Poret;20400
50194;Fresville;20620
50195;Gathemo;19080
50196;Gatteville-le-Phare;24570
50197;Gavray-sur-Sienne;20290
50198;Geffosses;20210
50199;Genêts;21490
50200;Ger;18320
50205;La Godefroy;22220
50207;Golleville;19720
50208;Gonfreville;20970
50209;Gonneville-Le Theil;22810
50210;Gorges;19560
50214;Gouvets;18960
50215;Gouville-sur-Mer;22790
50216;Graignes-Mesnil-Angot;20550
50217;Le Grand-Celland;21040
50218;Granville;21670
50219;Gratot;22880
50221;Grimesnil;N/A - résultat non disponible
50222;Grosville;23080
50225;Le Guislain;18010
50227;Le Ham;19790
50228;Hambye;19880
50229;Hamelin;N/A - résultat non disponible
50230;Hardinvast;25840
50231;Hauteville-sur-Mer;24450
50232;Hauteville-la-Guichard;20040
50233;Hautteville-Bocage;22400
50234;La Haye-Bellefond;N/A - résultat non disponible
50235;La Haye-d'Ectot;23270
50236;La Haye;20300
50237;La Haye-Pesnel;19250
50238;Héauville;21560
50239;Thèreval;22790
50240;Helleville;25800
50241;Hémevez;22190
50243;Heugueville-sur-Sienne;22340
50246;Hiesville;N/A - résultat non disponible
50247;Hocquigny;21080
50251;Huberville;23440
50252;Hudimesnil;21300
50253;Huisnes-sur-Mer;19750
50256;Isigny-le-Buat;20660
50258;Joganville;N/A - résultat non disponible
50259;Juilley;21940
50260;Juvigny les Vallées;19350
50261;Lamberville;21050
50262;La Lande-d'Airou;20680
50263;Lapenty;18940
50265;Laulne;20080
50266;Lengronne;19820
50267;Lessay;19650
50268;Lestre;20200
50269;Liesville-sur-Douve;22070
50270;Lieusaint;22480
50271;Lingeard;N/A - résultat non disponible
50272;Tourneville-sur-Mer;21780
50273;Montsenelle;19920
50274;Les Loges-Marchis;20730
50275;Les Loges-sur-Brécey;21300
50276;Lolif;23280
50277;Longueville;25210
50278;Le Loreur;21540
50279;Le Lorey;20450
50281;La Lucerne-d'Outremer;20780
50282;Le Luot;20070
50283;La Luzerne;N/A - résultat non disponible
50285;Magneville;22110
50288;Marcey-les-Grèves;22550
50289;Marchésieux;19760
50290;Marcilly;20350
50291;Margueray;19910
50292;Marigny-Le-Lozon;21480
50294;Martinvast;26340
50295;Maupertuis;21620
50296;Maupertus-sur-Mer;26920
50297;La Meauffe;21980
50298;Méautis;21630
50299;Le Mesnil;21040
50300;Le Mesnil-Adelée;21470
50302;Le Mesnil-Amey;22560
50304;Le Mesnil-Aubert;19920
50305;Le Mesnil-au-Val;23960
50310;Le Mesnil-Eury;19870
50311;Le Mesnil-Garnier;18300
50312;Le Mesnil-Gilbert;17050
50315;Le Mesnillard;19860
50317;Le Mesnil-Ozenne;21400
50321;Le Mesnil-Rouxelin;26050
50324;Le Mesnil-Véneron;N/A - résultat non disponible
50326;Le Mesnil-Villeman;19890
50327;La Meurdraquière;17980
50328;Millières;20010
50332;Les Moitiers-d'Allonne;23270
50334;Montabot;20270
50335;Montaigu-la-Brisette;21470
50336;Montaigu-les-Bois;21970
50338;Montbray;20240
50340;Montcuit;20330
50341;Montebourg;19440
50342;Montfarville;21430
50345;Monthuchon;23510
50347;Montjoie-Saint-Martin;20920
50349;Montmartin-sur-Mer;23520
50350;Montpinchon;19340
50351;Montrabot;N/A - résultat non disponible
50352;Montreuil-sur-Lozon;19790
50353;Le Mont-Saint-Michel;N/A - résultat non disponible
50356;Moon-sur-Elle;20460
50357;Morigny;N/A - résultat non disponible
50359;Mortain-Bocage;21170
50360;Morville;21840
50361;La Mouche;19300
50362;Moulines;20900
50363;Moyon Villages;20280
50364;Muneville-le-Bingard;20040
50365;Muneville-sur-Mer;20920
50368;Nay;N/A - résultat non disponible
50369;Négreville;22920
50370;Néhou;20260
50371;Le Neufbourg;21070
50372;Neufmesnil;22850
50373;Neuville-au-Plain;N/A - résultat non disponible
50374;Neuville-en-Beaumont;N/A - résultat non disponible
50376;Nicorps;22950
50378;Notre-Dame-de-Cenilly;19540
50379;Notre-Dame-de-Livoye;21440
50382;Nouainville;26480
50384;Octeville-l'Avenel;20640
50387;Orglandes;22150
50388;Orval sur Sienne;21530
50389;Ouville;20470
50390;Ozeville;18990
50391;Grandparigny;21830
50393;Percy-en-Normandie;20190
50394;Périers;18630
50395;La Pernelle;20460
50397;Perriers-en-Beauficel;19330
50398;Le Perron;22350
50399;Le Petit-Celland;20880
50400;Picauville;20310
50401;Pierreville;21700
50402;Les Pieux;24040
50403;Pirou;21910
50405;Le Plessis-Lastelle;20770
50407;Poilley;22170
50408;Pontaubault;22340
50409;Pont-Hébert;21200
50410;Pontorson;20290
50411;Ponts;21470
50412;Port-Bail-sur-Mer;22590
50413;Précey;20870
50417;Quettehou;20590
50419;Quettreville-sur-Sienne;21280
50420;Quibou;21910
50421;Quinéville;22110
50422;Raids;21450
50423;Rampan;24320
50425;Rauville-la-Bigot;22610
50426;Rauville-la-Place;21450
50428;Reffuveille;18810
50429;Regnéville-sur-Mer;23040
50430;Reigneville-Bocage;N/A - résultat non disponible
50431;Remilly Les Marais;19240
50433;Réville;21410
50435;Rocheville;23090
50436;Romagny Fontenay;21910
50437;Roncey;20210
50442;Le Rozel;24120
50443;Sacey;20510
50444;Saint-Amand-Villages;22220
50445;Saint-André-de-Bohon;20530
50446;Saint-André-de-l'Épine;22870
50447;Saint-Aubin-des-Préaux;24390
50448;Saint-Aubin-de-Terregatte;21010
50450;Saint-Barthélemy;22560
50451;Saint-Brice;24520
50452;Saint-Brice-de-Landelles;21040
50453;Sainte-Cécile;22060
50454;Saint-Christophe-du-Foc;24190
50455;Saint-Clair-sur-l'Elle;21010
50456;Saint-Clément-Rancoudray;19430
50457;Sainte-Colombe;20960
50461;Saint-Cyr;20530
50462;Saint-Cyr-du-Bailleul;18800
50463;Saint-Denis-le-Gast;18870
50464;Saint-Denis-le-Vêtu;19790
50467;Saint-Floxel;22410
50468;Saint-Fromond;19440
50469;Sainte-Geneviève;20660
50471;Saint-Georges-de-la-Rivière;24310
50472;Saint-Georges-de-Livoye;20210
50473;Saint-Georges-d'Elle;22680
50474;Saint-Georges-de-Rouelley;19200
50475;Saint-Georges-Montcocq;24350
50476;Saint-Germain-d'Elle;18990
50478;Saint-Germain-de-Tournebut;20930
50479;Saint-Germain-de-Varreville;19960
50480;Saint-Germain-le-Gaillard;22940
50481;Saint-Germain-sur-Ay;23010
50482;Saint-Germain-sur-Sèves;19410
50483;Saint-Gilles;22790
50484;Saint-Hilaire-du-Harcouët;20460
50486;Saint-Jacques-de-Néhou;19190
50487;Saint-James;20480
50488;Saint-Jean-de-Daye;21190
50489;Saint-Jean-de-la-Haize;23290
50490;Saint-Jean-de-la-Rivière;24420
50491;Saint-Jean-de-Savigny;20170
50492;Saint-Jean-d'Elle;22140
50493;Saint-Jean-des-Champs;21350
50495;Saint-Jean-du-Corail-des-Bois;N/A - résultat non disponible
50496;Saint-Jean-le-Thomas;23160
50498;Saint-Joseph;23210
50499;Saint-Laurent-de-Cuves;20670
50500;Saint-Laurent-de-Terregatte;20560
50502;Saint-Lô;20580
50504;Saint-Louet-sur-Vire;20270
50505;Saint-Loup;23250
50506;Saint-Malo-de-la-Lande;20860
50507;Saint-Marcouf;24500
50509;Sainte-Marie-du-Mont;20850
50510;Saint-Martin-d'Aubigny;20050
50511;Saint-Martin-d'Audouville;21220
50512;Saint-Martin-de-Bonfossé;21210
50513;Saint-Martin-de-Cenilly;20190
50514;Chaulieu;20360
50517;Saint-Martin-de-Varreville;21400
50518;Saint-Martin-le-Bouillant;19630
50519;Saint-Martin-le-Gréard;25850
50521;Saint-Maur-des-Bois;19960
50522;Saint-Maurice-en-Cotentin;20500
50523;Sainte-Mère-Église;20910
50525;Saint-Michel-de-Montjoie;20320
50528;Saint-Nicolas-de-Pierrepont;20560
50529;Saint-Nicolas-des-Bois;N/A - résultat non disponible
50531;Saint-Ovin;22170
50532;Saint-Pair-sur-Mer;26080
50533;Saint-Patrice-de-Claids;21390
50535;Le Parc;20840
50536;Saint-Pierre-d'Arthéglise;23130
50537;Saint-Pierre-de-Coutances;22870
50538;Saint-Pierre-de-Semilly;25240
50539;Saint-Pierre-Église;20010
50540;Saint-Pierre-Langers;22370
50541;Saint-Planchers;23180
50542;Saint-Pois;20010
50543;Saint-Quentin-sur-le-Homme;22520
50546;Bourgvallées;22270
50548;Saint-Sauveur-de-Pierrepont;20700
50549;Saint-Sauveur-la-Pommeraye;21510
50550;Saint-Sauveur-Villages;20340
50551;Saint-Sauveur-le-Vicomte;20510
50552;Saint-Sébastien-de-Raids;20140
50553;Saint-Senier-de-Beuvron;21370
50554;Saint-Senier-sous-Avranches;24190
50556;Sainte-Suzanne-sur-Vire;23850
50562;Saint-Vaast-la-Hougue;21400
50563;Saint-Vigor-des-Monts;19740
50564;Terre-et-Marais;20590
50565;Sartilly-Baie-Bocage;21450
50567;Saussemesnil;22670
50568;Saussey;21990
50569;Savigny;21080
50570;Savigny-le-Vieux;18380
50571;Sébeville;N/A - résultat non disponible
50572;Sénoville;21430
50574;Servon;20620
50575;Sideville;25780
50576;Siouville-Hague;25690
50577;Sortosville-en-Beaumont;20610
50578;Sortosville;N/A - résultat non disponible
50579;Sottevast;23080
50580;Sotteville;23130
50582;Sourdeval;19960
50584;Subligny;20740
50585;Surtainville;22440
50587;Taillepied;N/A - résultat non disponible
50588;Tamerville;23080
50589;Tanis;20590
50590;Le Tanu;21280
50591;Le Teilleul;19670
50592;Tessy-Bocage;20210
50593;Teurthéville-Bocage;20750
50594;Teurthéville-Hague;25690
50596;Théville;21210
50597;Tirepied-sur-Sée;21460
50598;Tocqueville;21250
50599;Tollevast;26120
50601;Torigny-les-Villes;21380
50603;Tourville-sur-Sienne;22740
50604;Tréauville;24040
50606;Tribehou;20010
50607;La Trinité;21570
50609;Turqueville;22660
50610;Urville;21900
50612;Vains;23060
50613;Valcanville;21930
50615;Valognes;21950
50616;Le Val-Saint-Père;25580
50617;Varenguebec;18890
50618;Varouville;23210
50619;Le Vast;21890
50621;Vaudreville;N/A - résultat non disponible
50624;La Vendelée;22260
50626;Ver;20610
50628;Vernix;20430
50629;Vesly;20080
50633;Le Vicel;20130
50634;Videcosville;N/A - résultat non disponible
50637;Villebaudon;18690
50639;Villedieu-les-Poêles-Rouffigny;19970
50641;Villiers-Fossard;22550
50643;Virandeville;24260
50647;Yquelon;23680
50648;Yvetot-Bocage;22800
51001;Ablancourt;23130
51002;Saint-Martin-d'Ablois;25130
51003;Aigny;21930
51004;Allemanche-Launay-et-Soyer;26190
51005;Allemant;23650
51006;Alliancelles;22200
51007;Ambonnay;26900
51008;Ambrières;24030
51009;Anglure;21050
51010;Angluzelles-et-Courcelles;22780
51012;Anthenay;N/A - résultat non disponible
51013;Aougny;22120
51014;Arcis-le-Ponsart;25390
51015;Argers;22300
51016;Arrigny;23420
51017;Arzillières-Neuville;20490
51018;Athis;24290
51019;Aubérive;25340
51020;Aubilly;N/A - résultat non disponible
51022;Aulnay-l'Aître;21750
51023;Aulnay-sur-Marne;26150
51025;Auménancourt;25030
51027;Auve;22370
51028;Avenay-Val-d'Or;24710
51029;Avize;26000
51030;Aÿ-Champagne;23630
51031;Baconnes;27180
51032;Bagneux;21340
51033;Le Baizil;21410
51034;Bannay;N/A - résultat non disponible
51035;Bannes;20060
51036;Barbonne-Fayel;25120
51037;Baslieux-lès-Fismes;25340
51038;Baslieux-sous-Châtillon;29450
51039;Bassu;N/A - résultat non disponible
51040;Bassuet;24820
51041;Baudement;24010
51042;Baye;19810
51043;Bazancourt;22070
51044;Beaumont-sur-Vesle;26440
51045;Beaunay;26820
51046;Beine-Nauroy;26350
51047;Belval-en-Argonne;N/A - résultat non disponible
51048;Belval-sous-Châtillon;23860
51049;Bergères-lès-Vertus;26240
51050;Bergères-sous-Montmirail;23270
51051;Berméricourt;25910
51052;Berru;27420
51053;Berzieux;N/A - résultat non disponible
51054;Bétheniville;22830
51055;Bétheny;23940
51056;Bethon;27320
51057;Bettancourt-la-Longue;N/A - résultat non disponible
51058;Bezannes;25610
51059;Bignicourt-sur-Marne;22150
51060;Bignicourt-sur-Saulx;20870
51061;Billy-le-Grand;30600
51062;Binarville;21630
51065;Blacy;22510
51066;Blaise-sous-Arzillières;20200
51068;Blesme;22640
51069;Bligny;30070
51070;Boissy-le-Repos;19460
51071;Bouchy-Saint-Genest;22570
51072;Bouilly;26060
51073;Bouleuse;26360
51074;Boult-sur-Suippe;25010
51075;Bourgogne-Fresne;26830
51076;Boursault;26610
51077;Bouvancourt;26360
51078;Bouy;23930
51079;Bouzy;27690
51080;Brandonvillers;20810
51081;Branscourt;29110
51082;Braux-Sainte-Cohière;23960
51083;Braux-Saint-Remy;N/A - résultat non disponible
51084;Bréban;N/A - résultat non disponible
51085;Le Breuil;22290
51086;Breuil-sur-Vesle;25750
51087;Breuvery-sur-Coole;26880
51088;Brimont;27290
51089;Brouillet;N/A - résultat non disponible
51090;Broussy-le-Grand;22360
51091;Broussy-le-Petit;22700
51092;Broyes;23010
51093;Brugny-Vaudancourt;28980
51094;Brusson;22550
51095;Le Buisson;N/A - résultat non disponible
51097;Bussy-le-Château;26330
51098;Bussy-le-Repos;21490
51099;Bussy-Lettrée;21670
51100;La Caure;N/A - résultat non disponible
51101;Caurel;29180
51102;Cauroy-lès-Hermonville;26780
51103;La Celle-sous-Chantemerle;27090
51104;Cernay-en-Dormois;21180
51105;Cernay-lès-Reims;32430
51106;Cernon;24270
51107;Chaintrix-Bierges;24260
51108;Châlons-en-Champagne;19820
51109;Châlons-sur-Vesle;30060
51110;Chaltrait;N/A - résultat non disponible
51111;Chambrecy;26310
51112;Chamery;30440
51113;Champaubert;21790
51115;Champfleury;28870
51116;Champguyon;21490
51117;Champigneul-Champagne;25880
51118;Champigny;28440
51119;Champillon;29470
51120;Champlat-et-Boujacourt;24620
51121;Champvoisy;22580
51122;Changy;23870
51124;Chantemerle;N/A - résultat non disponible
51125;Chapelaine;N/A - résultat non disponible
51126;La Chapelle-Felcourt;N/A - résultat non disponible
51127;La Chapelle-Lasson;N/A - résultat non disponible
51128;La Chapelle-sous-Orbais;N/A - résultat non disponible
51129;Charleville;23840
51130;Charmont;19390
51132;Les Charmontois;22160
51133;Le Châtelier;N/A - résultat non disponible
51134;Châtelraould-Saint-Louvent;23080
51135;Châtillon-sur-Broué;N/A - résultat non disponible
51136;Châtillon-sur-Marne;23410
51137;Châtillon-sur-Morin;22220
51138;Châtrices;N/A - résultat non disponible
51139;Chaudefontaine;23330
51140;Chaumuzy;24070
51141;La Chaussée-sur-Marne;22510
51142;Chavot-Courcourt;27850
51143;Le Chemin;N/A - résultat non disponible
51144;Cheminon;20070
51145;Chenay;37670
51146;Cheniers;25890
51147;La Cheppe;23040
51148;Cheppes-la-Prairie;23910
51149;Chepy;25320
51150;Cherville;N/A - résultat non disponible
51151;Chichey;24200
51152;Chigny-les-Roses;28380
51153;Chouilly;26760
51154;Clamanges;24270
51155;Clesles;21620
51156;Cloyes-sur-Marne;21840
51157;Coizard-Joches;N/A - résultat non disponible
51158;Val-des-Marais;22850
51160;Compertrix;23920
51161;Condé-sur-Marne;23860
51162;Conflans-sur-Seine;19840
51163;Congy;26370
51164;Connantray-Vaurefroy;18280
51165;Connantre;22260
51166;Contault;N/A - résultat non disponible
51167;Coole;23550
51168;Coolus;25160
51169;Corbeil;N/A - résultat non disponible
51170;Corfélix;20610
51171;Cormicy;25500
51172;Cormontreuil;25580
51173;Cormoyeux;31020
51174;Corribert;N/A - résultat non disponible
51175;Corrobert;22370
51176;Corroy;23110
51177;Coulommes-la-Montagne;31500
51178;Coupetz;N/A - résultat non disponible
51179;Coupéville;23140
51181;Courcelles-Sapicourt;28410
51182;Courcemain;N/A - résultat non disponible
51183;Courcy;25340
51184;Courdemanges;22840
51185;Courgivaux;21250
51186;Courjeonnet;N/A - résultat non disponible
51187;Courlandon;23390
51188;Courmas;26910
51190;Courtagnon;N/A - résultat non disponible
51191;Courtémont;N/A - résultat non disponible
51192;Courthiézy;24450
51193;Courtisols;25230
51194;Courville;23590
51195;Couvrot;23670
51196;Cramant;26080
51197;La Croix-en-Champagne;N/A - résultat non disponible
51198;Crugny;23450
